,Unnamed: 0,date,contents,speaker,title,sentiment
159,159,1999-06-16,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesMay 02, 2018For release at 2:00 p.m. EDT                                                     ShareInformation received since the Federal Open Market Committee met in March indicates that the labor market has continued to strengthen and that economic activity has been rising at a moderate rate. Job gains have been strong, on average, in recent months, and the unemployment rate has stayed low. Recent data suggest that growth of household spending moderated from its strong fourth-quarter pace, while business fixed investment continued to grow strongly. On a 12-month basis, both overall inflation and inflation for items other than food and energy have moved close to 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed, on balance.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that, with further gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace in the medium term and labor market conditions will remain strong. Inflation on a 12-month basis is expected to run near the Committee's symmetric 2 percent objective over the medium term. Risks to the economic outlook appear roughly balanced.In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 1-1/2 to 1-3/4 percent. The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will carefully monitor actual and expected inflation developments relative to its symmetric inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant further gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.Voting for the FOMC monetary policy action were Jerome H. Powell, Chairman; William C. Dudley, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Loretta J. Mester; Randal K. Quarles; and John C. Williams.Implementation Note issued May 2, 2018Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Governor Edward M. Gramlich,A policy in Lampman's tradition: The Community Reinvestment Act,0.7557610832154751
160,160,1999-06-22,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesJune 13, 2018For release at 2:00 p.m. EDT                                                     ShareInformation received since the Federal Open Market Committee met in May indicates that the labor market has continued to strengthen and that economic activity has been rising at a solid rate. Job gains have been strong, on average, in recent months, and the unemployment rate has declined. Recent data suggest that growth of household spending has picked up, while business fixed investment has continued to grow strongly. On a 12-month basis, both overall inflation and inflation for items other than food and energy have moved close to 2 percent. Indicators of longer-term inflation expectations are little changed, on balance.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that further gradual increases in the target range for the federal funds rate will be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term. Risks to the economic outlook appear roughly balanced.In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 1-3/4 to 2 percent. The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the FOMC monetary policy action were Jerome H. Powell, Chairman; William C. Dudley, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Loretta J. Mester; Randal K. Quarles; and John C. Williams.Implementation Note issued June 13, 2018Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551","Governor Roger W. Ferguson, Jr.",Public information and public confidence in year 2000,0.6350967511534691
161,161,1999-07-29,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesAugust 01, 2018For release at 2:00 p.m. EDT                                                     ShareInformation received since the Federal Open Market Committee met in June indicates that the labor market has continued to strengthen and that economic activity has been rising at a strong rate. Job gains have been strong, on average, in recent months, and the unemployment rate has stayed low. Household spending and business fixed investment have grown strongly. On a 12-month basis, both overall inflation and inflation for items other than food and energy remain near 2 percent. Indicators of longer-term inflation expectations are little changed, on balance.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that further gradual increases in the target range for the federal funds rate will be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term. Risks to the economic outlook appear roughly balanced.In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 1-3/4 to 2 percent. The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the FOMC monetary policy action were: Jerome H. Powell, Chairman; John C. Williams, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Esther L. George; Loretta J. Mester; and Randal K. Quarles.Implementation Note issued August 1, 2018Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551","Governor Roger W. Ferguson, Jr.",Continuing the countdown to year 2000: Focusing on public disclosure and public confidence,0.7815695181488991
162,162,1999-08-27,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesSeptember 26, 2018For release at 2:00 p.m. EDT                                                     ShareInformation received since the Federal Open Market Committee met in August indicates that the labor market has continued to strengthen and that economic activity has been rising at a strong rate. Job gains have been strong, on average, in recent months, and the unemployment rate has stayed low. Household spending and business fixed investment have grown strongly. On a 12-month basis, both overall inflation and inflation for items other than food and energy remain near 2 percent. Indicators of longer-term inflation expectations are little changed, on balance.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that further gradual increases in the target range for the federal funds rate will be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term. Risks to the economic outlook appear roughly balanced.In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 2 to 2-1/4 percent.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the FOMC monetary policy action were: Jerome H. Powell, Chairman; John C. Williams, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Richard H. Clarida; Esther L. George; Loretta J. Mester; and Randal K. Quarles.Implementation Note issued September 26, 2018Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Chairman Alan Greenspan,New challenges for monetary policy,0.8518510442227125
163,163,1999-09-08,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesNovember 08, 2018For release at 2:00 p.m. EST                                                     ShareInformation received since the Federal Open Market Committee met in September indicates that the labor market has continued to strengthen and that economic activity has been rising at a strong rate. Job gains have been strong, on average, in recent months, and the unemployment rate has declined. Household spending has continued to grow strongly, while growth of business fixed investment has moderated from its rapid pace earlier in the year. On a 12-month basis, both overall inflation and inflation for items other than food and energy remain near 2 percent. Indicators of longer-term inflation expectations are little changed, on balance.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that further gradual increases in the target range for the federal funds rate will be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term. Risks to the economic outlook appear roughly balanced.In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 2 to 2-1/4 percent.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the FOMC monetary policy action were: Jerome H. Powell, Chairman; John C. Williams, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Richard H. Clarida; Mary C. Daly; Loretta J. Mester; and Randal K. Quarles.Implementation Note issued November 8, 2018Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Chairman Alan Greenspan,Maintaining economic vitality,0.7650012895464897
164,164,1999-09-08,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesDecember 19, 2018For release at 2:00 p.m. EST                                                     ShareInformation received since the Federal Open Market Committee met in November indicates that the labor market has continued to strengthen and that economic activity has been rising at a strong rate. Job gains have been strong, on average, in recent months, and the unemployment rate has remained low. Household spending has continued to grow strongly, while growth of business fixed investment has moderated from its rapid pace earlier in the year. On a 12-month basis, both overall inflation and inflation for items other than food and energy remain near 2 percent. Indicators of longer-term inflation expectations are little changed, on balance.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee judges that some further gradual increases in the target range for the federal funds rate will be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term. The Committee judges that risks to the economic outlook are roughly balanced, but will continue to monitor global economic and financial developments and assess their implications for the economic outlook.In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 2-1/4 to 2â1/2 percent.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the FOMC monetary policy action were: Jerome H. Powell, Chairman; John C. Williams, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Mary C. Daly; Loretta J. Mester; and Randal K. Quarles.Implementation Note issued December 19, 2018Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Governor Laurence H. Meyer,Q&A on the economic outlook and the challenges facing monetary policy,0.8017665818333626
165,165,1999-09-09,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesJanuary 30, 2019For release at 2:00 p.m. EST                                                     ShareInformation received since the Federal Open Market Committee met in December indicates that the labor market has continued to strengthen and that economic activity has been rising at a solid rate. Job gains have been strong, on average, in recent months, and the unemployment rate has remained low. Household spending has continued to grow strongly, while growth of business fixed investment has moderated from its rapid pace earlier last year. On a 12-month basis, both overall inflation and inflation for items other than food and energy remain near 2 percent. Although market-based measures of inflation compensation have moved lower in recent months, survey-based measures of longer-term inflation expectations are little changed.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In support of these goals, the Committee decided to maintain the target range for the federal funds rate at 2-1/4 to 2-1/2 percent. The Committee continues to view sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective as the most likely outcomes. In light of global economic and financial developments and muted inflation pressures, the Committee will be patient as it determines what future adjustments to the target range for the federal funds rate may be appropriate to support these outcomes.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the FOMC monetary policy action were: Jerome H. Powell, Chairman; John C. Williams, Vice Chairman; Michelle W. Bowman; Lael Brainard; James Bullard; Richard H. Clarida; Charles L. Evans; Esther L. George; Randal K. Quarles; and Eric S. Rosengren.Implementation Note issued January 30, 2019Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551","Governor Roger W. Ferguson, Jr.",Transparency and responsibility in monetary policy,0.6564819067716599
166,166,1999-09-15,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesMarch 20, 2019For release at 2:00 p.m. EDT                                                     ShareInformation received since the Federal Open Market Committee met in January indicates that the labor market remains strong but that growth of economic activity has slowed from its solid rate in the fourth quarter. Payroll employment was little changed in February, but job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Recent indicators point to slower growth of household spending and business fixed investment in the first quarter. On a 12-month basis, overall inflation has declined, largely as a result of lower energy prices; inflation for items other than food and energy remains near 2 percent. On balance, market-based measures of inflation compensation have remained low in recent months, and survey-based measures of longer-term inflation expectations are little changed.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In support of these goals, the Committee decided to maintain the target range for the federal funds rate at 2-1/4 to 2-1/2 percent. The Committee continues to view sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective as the most likely outcomes. In light of global economic and financial developments and muted inflation pressures, the Committee will be patient as it determines what future adjustments to the target range for the federal funds rate may be appropriate to support these outcomes.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the FOMC monetary policy action were: Jerome H. Powell, Chairman; John C. Williams, Vice Chairman; Michelle W. Bowman; Lael Brainard; James Bullard; Richard H. Clarida; Charles L. Evans; Esther L. George; Randal K. Quarles; and Eric S. Rosengren.Implementation Note issued March 20, 2019Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Governor Edward M. Gramlich,Small businesses in the U.S. economy,-0.9295691717416048
167,167,1999-09-16,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesMay 01, 2019For release at 2:00 p.m. EDT                                                     ShareInformation received since the Federal Open Market Committee met in March indicates that the labor market remains strong and that economic activity rose at a solid rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Growth of household spending and business fixed investment slowed in the first quarter. On a 12-month basis, overall inflation and inflation for items other than food and energy have declined and are running below 2 percent. On balance, market-based measures of inflation compensation have remained low in recent months, and survey-based measures of longer-term inflation expectations are little changed.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In support of these goals, the Committee decided to maintain the target range for the federal funds rate at 2-1/4 to 2-1/2 percent. The Committee continues to view sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective as the most likely outcomes. In light of global economic and financial developments and muted inflation pressures, the Committee will be patient as it determines what future adjustments to the target range for the federal funds rate may be appropriate to support these outcomes.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the FOMC monetary policy action were: Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; James Bullard; Richard H. Clarida; Charles L. Evans; Esther L. George; Randal K. Quarles; and Eric S. Rosengren.Implementation Note issued May 1, 2019Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551","Governor Edward W. Kelley, Jr.",Readiness of financial institutions for the year 2000,-0.7594742253422737
168,168,1999-09-17,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesJune 19, 2019For release at 2:00 p.m. EDT                                                     ShareInformation received since the Federal Open Market Committee met in May indicates that the labor market remains strong and that economic activity is rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although growth of household spending appears to have picked up from earlier in the year, indicators of business fixed investment have been soft. On a 12-month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation have declined; survey-based measures of longer-term inflation expectations are little changed.Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In support of these goals, the Committee decided to maintain the target range for the federal funds rate at 2-1/4 to 2-1/2 percent. The Committee continues to view sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective as the most likely outcomes, but uncertainties about this outlook have increased. In light of these uncertainties and muted inflation pressures, the Committee will closely monitor the implications of incoming information for the economic outlook and will act as appropriate to sustain the expansion, with a strong labor market and inflation near its symmetric 2 percent objective.In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Charles L. Evans; Esther L. George; Randal K. Quarles; and Eric S. Rosengren. Voting against the action was James Bullard, who preferred at this meeting to lower the target range for the federal funds rate by 25 basis points.Implementation Note issued June 19, 2019Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Chairman Alan Greenspan,Status of Y2K preparedness,-0.29098111391067505
